FID,Date Time,Organisation,Fleet,Working Hours Age,Number of Flights
1599,30/12/2015 09:45,Flight Data Services Ltd,SAS-A330,3,1
1600,30/12/2015 09:45,Flight Data Services Ltd,SAS-A340,3,1
1601,30/12/2015 09:45,Flight Data Services Ltd,UBA-ATR-72,3,13
1602,30/12/2015 09:45,Flight Data Services Inc,MTN-ATR-42,2,8
1603,30/12/2015 09:45,Flight Data Services Ltd,AHY-A319,2,2
1604,30/12/2015 09:45,Flight Data Services Ltd,AHY-A320,2,3
1605,30/12/2015 09:45,Flight Data Services Ltd,AHY-B757,2,11
1606,30/12/2015 09:45,Flight Data Services Ltd,DAN-MD-83,2,1
1607,30/12/2015 09:45,Flight Data Services Ltd,DHK-B757,2,7
1608,30/12/2015 09:45,Flight Data Services Ltd,DHK-B767,2,2
1609,30/12/2015 09:45,Flight Data Services Ltd,DHX-B757,2,7
1610,30/12/2015 09:45,Flight Data Services Ltd,DHX-B767,2,1
1611,30/12/2015 09:45,Flight Data Services Ltd,EIN-A320,2,21
1612,30/12/2015 09:45,Flight Data Services Ltd,EIN-A321,2,1
1613,30/12/2015 09:45,Flight Data Services Ltd,EIN-A330,2,3
1614,30/12/2015 09:45,Flight Data Services Ltd,JTG-ATR-72,2,3
1615,30/12/2015 09:45,Flight Data Services Ltd,JTG-B737-NG,2,2
1616,30/12/2015 09:45,Flight Data Services Ltd,KKK-Istanbul,2,44
1617,30/12/2015 09:45,Flight Data Services Ltd,NAS-B787,2,3
1618,30/12/2015 09:45,Flight Data Services Ltd,NVD-A319-A320,2,6
1619,30/12/2015 09:45,Flight Data Services Ltd,SAS-A320,2,4
1620,30/12/2015 09:45,Flight Data Services Ltd,SAS-A321,2,2
1621,30/12/2015 09:45,Flight Data Services Ltd,SAS-B737-NG,2,10
1622,30/12/2015 09:45,Flight Data Services Ltd,SFR-B737-Classic,2,1
1623,30/12/2015 09:45,Flight Data Services Ltd,SFR-L100,2,5
1624,30/12/2015 09:45,Flight Data Services Ltd,SRR-B767,2,8
1625,30/12/2015 09:45,Flight Data Services Ltd,UBA-B737-NG,2,1
1626,30/12/2015 09:45,Flight Data Services Ltd,WOW-A320,2,4
1627,30/12/2015 09:45,Flight Data Services Ltd,ABR-B757,1,1
1628,30/12/2015 09:45,Flight Data Services Ltd,CRC-B737-NG,1,2
1629,30/12/2015 09:45,Flight Data Services Ltd,DAV-DO-328,1,2
1630,30/12/2015 09:45,Flight Data Services Ltd,DHK-B757,1,1
1631,30/12/2015 09:45,Flight Data Services Ltd,EIN-A320,1,2
1632,30/12/2015 09:45,Flight Data Services Ltd,KKK-Istanbul,1,1
1633,30/12/2015 09:45,Flight Data Services Ltd,NAI-B737-NG,1,1
1634,30/12/2015 09:45,Flight Data Services Ltd,NAS-B737-NG,1,1
1635,30/12/2015 09:45,Flight Data Services Ltd,SAS-B737-NG,1,4
1636,30/12/2015 09:45,Flight Data Services Ltd,SFR-B737-Classic,1,1
1637,30/12/2015 09:45,Flight Data Services Ltd,SRR-B767,1,9
1638,30/12/2015 09:45,Flight Data Services Ltd,UBA-B737-NG,1,7
1639,30/12/2015 09:45,Flight Data Services Ltd,WOW-A320,1,3
1640,30/12/2015 10:00,Flight Data Services Ltd,IAW-B737,6,19
1641,30/12/2015 10:00,Flight Data Services Ltd,IAW-B737,5,21
1642,30/12/2015 10:00,Flight Data Services Inc,CFS-ATR-42,4,11
1643,30/12/2015 10:00,Flight Data Services Ltd,EIN-A320,4,4
1644,30/12/2015 10:00,Flight Data Services Ltd,EIN-A330,4,1
1645,30/12/2015 10:00,Flight Data Services Ltd,IAW-B737,4,21
1646,30/12/2015 10:00,Flight Data Services Ltd,UBA-ATR-72,4,9
1647,30/12/2015 10:00,Flight Data Services Ltd,DHX-B767,3,45
1648,30/12/2015 10:00,Flight Data Services Ltd,EIN-A320,3,3
1649,30/12/2015 10:00,Flight Data Services Ltd,NAS-B787,3,3
1650,30/12/2015 10:00,Flight Data Services Ltd,SAS-A330,3,1
1651,30/12/2015 10:00,Flight Data Services Ltd,SAS-A340,3,1
1652,30/12/2015 10:00,Flight Data Services Ltd,UBA-ATR-72,3,4
1653,30/12/2015 10:00,Flight Data Services Inc,MTN-ATR-42,2,8
1654,30/12/2015 10:00,Flight Data Services Ltd,ABR-B757,2,1
1655,30/12/2015 10:00,Flight Data Services Ltd,AHY-A319,2,2
1656,30/12/2015 10:00,Flight Data Services Ltd,AHY-A320,2,3
1657,30/12/2015 10:00,Flight Data Services Ltd,AHY-B757,2,11
1658,30/12/2015 10:00,Flight Data Services Ltd,CRC-B737-NG,2,2
1659,30/12/2015 10:00,Flight Data Services Ltd,DAN-MD-83,2,1
1660,30/12/2015 10:00,Flight Data Services Ltd,DAV-DO-328,2,2
1661,30/12/2015 10:00,Flight Data Services Ltd,DHK-B757,2,7
1662,30/12/2015 10:00,Flight Data Services Ltd,DHK-B767,2,2
1663,30/12/2015 10:00,Flight Data Services Ltd,DHX-B757,2,7
1664,30/12/2015 10:00,Flight Data Services Ltd,DHX-B767,2,1
1665,30/12/2015 10:00,Flight Data Services Ltd,EIN-A320,2,21
1666,30/12/2015 10:00,Flight Data Services Ltd,EIN-A321,2,1
1667,30/12/2015 10:00,Flight Data Services Ltd,JTG-ATR-72,2,3
1668,30/12/2015 10:00,Flight Data Services Ltd,JTG-B737-NG,2,2
1669,30/12/2015 10:00,Flight Data Services Ltd,KKK-Istanbul,2,45
1670,30/12/2015 10:00,Flight Data Services Ltd,NAI-B737-NG,2,1
1671,30/12/2015 10:00,Flight Data Services Ltd,NAS-B787,2,3
1672,30/12/2015 10:00,Flight Data Services Ltd,NVD-A319-A320,2,6
1673,30/12/2015 10:00,Flight Data Services Ltd,SAS-A320,2,4
1674,30/12/2015 10:00,Flight Data Services Ltd,SAS-A321,2,2
1675,30/12/2015 10:00,Flight Data Services Ltd,SAS-B737-NG,2,14
1676,30/12/2015 10:00,Flight Data Services Ltd,SFR-B737-Classic,2,2
1677,30/12/2015 10:00,Flight Data Services Ltd,SFR-L100,2,5
1678,30/12/2015 10:00,Flight Data Services Ltd,SRR-B767,2,17
1679,30/12/2015 10:00,Flight Data Services Ltd,UBA-B737-NG,2,8
1680,30/12/2015 10:00,Flight Data Services Ltd,WOW-A320,2,7
1681,30/12/2015 10:00,Flight Data Services Ltd,DHK-B757,1,1
1682,30/12/2015 10:00,Flight Data Services Ltd,EIN-A320,1,2
1683,30/12/2015 10:00,Flight Data Services Ltd,KZU-A310,1,6
1684,30/12/2015 10:00,Flight Data Services Ltd,NAS-B737-NG,1,2
1685,30/12/2015 10:15,Flight Data Services Ltd,IAW-B737,6,20
1686,30/12/2015 10:15,Flight Data Services Ltd,IAW-B737,5,33
1687,30/12/2015 10:15,Flight Data Services Inc,CFS-ATR-42,4,11
1688,30/12/2015 10:15,Flight Data Services Ltd,DHX-B767,4,11
1689,30/12/2015 10:15,Flight Data Services Ltd,EIN-A320,4,5
1690,30/12/2015 10:15,Flight Data Services Ltd,EIN-A330,4,1
1691,30/12/2015 10:15,Flight Data Services Ltd,IAW-B737,4,4
1692,30/12/2015 10:15,Flight Data Services Ltd,NAS-B787,4,2
1693,30/12/2015 10:15,Flight Data Services Ltd,SAS-A330,4,1
1694,30/12/2015 10:15,Flight Data Services Ltd,SAS-A340,4,1
1695,30/12/2015 10:15,Flight Data Services Ltd,UBA-ATR-72,4,9
1696,30/12/2015 10:15,Flight Data Services Ltd,AHY-A319,3,2
1697,30/12/2015 10:15,Flight Data Services Ltd,AHY-A320,3,3
1698,30/12/2015 10:15,Flight Data Services Ltd,AHY-B757,3,11
1699,30/12/2015 10:15,Flight Data Services Ltd,DHX-B757,3,5
1700,30/12/2015 10:15,Flight Data Services Ltd,DHX-B767,3,29
1701,30/12/2015 10:15,Flight Data Services Ltd,EIN-A320,3,16
1702,30/12/2015 10:15,Flight Data Services Ltd,NAS-B787,3,3
1703,30/12/2015 10:15,Flight Data Services Ltd,SAS-A320,3,1
1704,30/12/2015 10:15,Flight Data Services Ltd,SAS-B737-NG,3,6
1705,30/12/2015 10:15,Flight Data Services Ltd,SRR-B767,3,8
1706,30/12/2015 10:15,Flight Data Services Ltd,UBA-B737-NG,3,1
1707,30/12/2015 10:15,Flight Data Services Inc,MTN-ATR-42,2,8
1708,30/12/2015 10:15,Flight Data Services Ltd,ABR-B757,2,1
1709,30/12/2015 10:15,Flight Data Services Ltd,CRC-B737-NG,2,2
1710,30/12/2015 10:15,Flight Data Services Ltd,DAN-MD-83,2,1
1711,30/12/2015 10:15,Flight Data Services Ltd,DAV-DO-328,2,2
1712,30/12/2015 10:15,Flight Data Services Ltd,DHK-B757,2,7
1713,30/12/2015 10:15,Flight Data Services Ltd,DHK-B767,2,2
1714,30/12/2015 10:15,Flight Data Services Ltd,DHX-B757,2,2
1715,30/12/2015 10:15,Flight Data Services Ltd,DHX-B767,2,1
1716,30/12/2015 10:15,Flight Data Services Ltd,EIN-A320,2,4
1717,30/12/2015 10:15,Flight Data Services Ltd,EIN-A321,2,1
1718,30/12/2015 10:15,Flight Data Services Ltd,JTG-ATR-72,2,3
1719,30/12/2015 10:15,Flight Data Services Ltd,JTG-B737-NG,2,2
1720,30/12/2015 10:15,Flight Data Services Ltd,KKK-Istanbul,2,45
1721,30/12/2015 10:15,Flight Data Services Ltd,NAI-B737-NG,2,1
1722,30/12/2015 10:15,Flight Data Services Ltd,NAS-B787,2,1
1723,30/12/2015 10:15,Flight Data Services Ltd,NVD-A319-A320,2,6
1724,30/12/2015 10:15,Flight Data Services Ltd,SAS-A320,2,3
1725,30/12/2015 10:15,Flight Data Services Ltd,SAS-A321,2,2
1726,30/12/2015 10:15,Flight Data Services Ltd,SAS-B737-NG,2,8
1727,30/12/2015 10:15,Flight Data Services Ltd,SFR-B737-Classic,2,2
1728,30/12/2015 10:15,Flight Data Services Ltd,SFR-L100,2,5
1729,30/12/2015 10:15,Flight Data Services Ltd,SRR-B767,2,9
1730,30/12/2015 10:15,Flight Data Services Ltd,UBA-B737-NG,2,7
1731,30/12/2015 10:15,Flight Data Services Ltd,WOW-A320,2,7
1732,30/12/2015 10:15,Flight Data Services Ltd,DHK-B757,1,1
1733,30/12/2015 10:15,Flight Data Services Ltd,ELB-A319,1,5
1734,30/12/2015 10:15,Flight Data Services Ltd,JTG-ATR-72,1,1
1735,30/12/2015 10:15,Flight Data Services Ltd,KKK-Istanbul,1,4
1736,30/12/2015 10:15,Flight Data Services Ltd,KZU-A310,1,12
1737,30/12/2015 10:15,Flight Data Services Ltd,NAS-B737-NG,1,3
1738,30/12/2015 10:30,Flight Data Services Ltd,IAW-B737,6,23
1739,30/12/2015 10:30,Flight Data Services Ltd,IAW-B737,5,30
1740,30/12/2015 10:30,Flight Data Services Inc,CFS-ATR-42,4,11
1741,30/12/2015 10:30,Flight Data Services Ltd,DHX-B767,4,35
1742,30/12/2015 10:30,Flight Data Services Ltd,EIN-A320,4,5
1743,30/12/2015 10:30,Flight Data Services Ltd,NAS-B787,4,2
1744,30/12/2015 10:30,Flight Data Services Ltd,SAS-A330,4,1
1745,30/12/2015 10:30,Flight Data Services Ltd,SAS-A340,4,1
1746,30/12/2015 10:30,Flight Data Services Ltd,AHY-A319,3,2
1747,30/12/2015 10:30,Flight Data Services Ltd,AHY-A320,3,3
1748,30/12/2015 10:30,Flight Data Services Ltd,AHY-B757,3,11
1749,30/12/2015 10:30,Flight Data Services Ltd,DHK-B757,3,7
1750,30/12/2015 10:30,Flight Data Services Ltd,DHK-B767,3,2
1751,30/12/2015 10:30,Flight Data Services Ltd,DHX-B757,3,6
1752,30/12/2015 10:30,Flight Data Services Ltd,DHX-B767,3,2
1753,30/12/2015 10:30,Flight Data Services Ltd,EIN-A320,3,16
1754,30/12/2015 10:30,Flight Data Services Ltd,JTG-ATR-72,3,3
1755,30/12/2015 10:30,Flight Data Services Ltd,JTG-B737-NG,3,1
1756,30/12/2015 10:30,Flight Data Services Ltd,KKK-Istanbul,3,8
1757,30/12/2015 10:30,Flight Data Services Ltd,NAS-B787,3,4
1758,30/12/2015 10:30,Flight Data Services Ltd,NVD-A319-A320,3,5
1759,30/12/2015 10:30,Flight Data Services Ltd,SAS-A320,3,4
1760,30/12/2015 10:30,Flight Data Services Ltd,SAS-B737-NG,3,10
1761,30/12/2015 10:30,Flight Data Services Ltd,SFR-L100,3,1
1762,30/12/2015 10:30,Flight Data Services Ltd,SRR-B767,3,8
1763,30/12/2015 10:30,Flight Data Services Ltd,UBA-B737-NG,3,1
1764,30/12/2015 10:30,Flight Data Services Ltd,WOW-A320,3,4
1765,30/12/2015 10:30,Flight Data Services Inc,MTN-ATR-42,2,8
1766,30/12/2015 10:30,Flight Data Services Ltd,ABR-B757,2,1
1767,30/12/2015 10:30,Flight Data Services Ltd,CRC-B737-NG,2,2
1768,30/12/2015 10:30,Flight Data Services Ltd,DAN-MD-83,2,1
1769,30/12/2015 10:30,Flight Data Services Ltd,DAV-DO-328,2,2
1770,30/12/2015 10:30,Flight Data Services Ltd,DHK-B757,2,1
1771,30/12/2015 10:30,Flight Data Services Ltd,DHX-B757,2,1
1772,30/12/2015 10:30,Flight Data Services Ltd,DHX-B767,2,1
1773,30/12/2015 10:30,Flight Data Services Ltd,EIN-A320,2,4
1774,30/12/2015 10:30,Flight Data Services Ltd,EIN-A321,2,1
1775,30/12/2015 10:30,Flight Data Services Ltd,JTG-B737-NG,2,1
1776,30/12/2015 10:30,Flight Data Services Ltd,KKK-Istanbul,2,37
1777,30/12/2015 10:30,Flight Data Services Ltd,NAI-B737-NG,2,1
1778,30/12/2015 10:30,Flight Data Services Ltd,NVD-A319-A320,2,1
1779,30/12/2015 10:30,Flight Data Services Ltd,SAS-A321,2,2
1780,30/12/2015 10:30,Flight Data Services Ltd,SAS-B737-NG,2,4
1781,30/12/2015 10:30,Flight Data Services Ltd,SFR-B737-Classic,2,2
1782,30/12/2015 10:30,Flight Data Services Ltd,SFR-L100,2,4
1783,30/12/2015 10:30,Flight Data Services Ltd,SRR-B767,2,9
1784,30/12/2015 10:30,Flight Data Services Ltd,UBA-B737-NG,2,7
1785,30/12/2015 10:30,Flight Data Services Ltd,WOW-A320,2,3
1786,30/12/2015 10:30,Flight Data Services Ltd,ELB-A319,1,5
1787,30/12/2015 10:30,Flight Data Services Ltd,JTG-ATR-72,1,1
1788,30/12/2015 10:30,Flight Data Services Ltd,KKK-Istanbul,1,4
1789,30/12/2015 10:30,Flight Data Services Ltd,KZU-A310,1,12
1790,30/12/2015 10:30,Flight Data Services Ltd,NAS-B737-NG,1,3
1791,30/12/2015 10:45,Flight Data Services Ltd,IAW-B737,7,6
1792,30/12/2015 10:45,Flight Data Services Ltd,IAW-B737,6,29
1793,30/12/2015 10:45,Flight Data Services Ltd,IAW-B737,5,12
1794,30/12/2015 10:45,Flight Data Services Inc,CFS-ATR-42,4,11
1795,30/12/2015 10:45,Flight Data Services Ltd,DHX-B767,4,30
1796,30/12/2015 10:45,Flight Data Services Ltd,EIN-A320,4,7
1797,30/12/2015 10:45,Flight Data Services Ltd,NAS-B787,4,2
1798,30/12/2015 10:45,Flight Data Services Ltd,SAS-A330,4,1
1799,30/12/2015 10:45,Flight Data Services Ltd,SAS-A340,4,1
1800,30/12/2015 10:45,Flight Data Services Ltd,AHY-A319,3,2
1801,30/12/2015 10:45,Flight Data Services Ltd,AHY-A320,3,3
1802,30/12/2015 10:45,Flight Data Services Ltd,AHY-B757,3,11
1803,30/12/2015 10:45,Flight Data Services Ltd,DAN-MD-83,3,1
1804,30/12/2015 10:45,Flight Data Services Ltd,DHK-B757,3,7
1805,30/12/2015 10:45,Flight Data Services Ltd,DHK-B767,3,2
1806,30/12/2015 10:45,Flight Data Services Ltd,DHX-B757,3,7
1807,30/12/2015 10:45,Flight Data Services Ltd,DHX-B767,3,1
1808,30/12/2015 10:45,Flight Data Services Ltd,EIN-A320,3,16
1809,30/12/2015 10:45,Flight Data Services Ltd,EIN-A321,3,1
1810,30/12/2015 10:45,Flight Data Services Ltd,JTG-ATR-72,3,3
1811,30/12/2015 10:45,Flight Data Services Ltd,JTG-B737-NG,3,2
1812,30/12/2015 10:45,Flight Data Services Ltd,KKK-Istanbul,3,44
1813,30/12/2015 10:45,Flight Data Services Ltd,NAS-B787,3,2
1814,30/12/2015 10:45,Flight Data Services Ltd,NVD-A319-A320,3,6
1815,30/12/2015 10:45,Flight Data Services Ltd,SAS-A320,3,4
1816,30/12/2015 10:45,Flight Data Services Ltd,SAS-A321,3,2
1817,30/12/2015 10:45,Flight Data Services Ltd,SAS-B737-NG,3,10
1818,30/12/2015 10:45,Flight Data Services Ltd,SFR-B737-Classic,3,1
1819,30/12/2015 10:45,Flight Data Services Ltd,SFR-L100,3,5
1820,30/12/2015 10:45,Flight Data Services Ltd,SRR-B767,3,8
1821,30/12/2015 10:45,Flight Data Services Ltd,UBA-B737-NG,3,1
1822,30/12/2015 10:45,Flight Data Services Ltd,WOW-A320,3,4
1823,30/12/2015 10:45,Flight Data Services Inc,MTN-ATR-42,2,8
1824,30/12/2015 10:45,Flight Data Services Ltd,ABR-B757,2,1
1825,30/12/2015 10:45,Flight Data Services Ltd,CRC-B737-NG,2,2
1826,30/12/2015 10:45,Flight Data Services Ltd,DAV-DO-328,2,2
1827,30/12/2015 10:45,Flight Data Services Ltd,DHK-B757,2,1
1828,30/12/2015 10:45,Flight Data Services Ltd,KKK-Istanbul,2,1
1829,30/12/2015 10:45,Flight Data Services Ltd,NAI-B737-NG,2,1
1830,30/12/2015 10:45,Flight Data Services Ltd,NAS-B737-NG,2,1
1831,30/12/2015 10:45,Flight Data Services Ltd,SAS-B737-NG,2,4
1832,30/12/2015 10:45,Flight Data Services Ltd,SFR-B737-Classic,2,1
1833,30/12/2015 10:45,Flight Data Services Ltd,SRR-B767,2,9
1834,30/12/2015 10:45,Flight Data Services Ltd,UBA-B737-NG,2,7
1835,30/12/2015 10:45,Flight Data Services Ltd,WOW-A320,2,3
1836,30/12/2015 10:45,Flight Data Services Ltd,EIN-A320,1,3
1837,30/12/2015 10:45,Flight Data Services Ltd,ELB-A319,1,5
1838,30/12/2015 10:45,Flight Data Services Ltd,JTG-ATR-72,1,1
1839,30/12/2015 10:45,Flight Data Services Ltd,KKK-Istanbul,1,4
1840,30/12/2015 10:45,Flight Data Services Ltd,KZU-A310,1,12
1841,30/12/2015 10:45,Flight Data Services Ltd,NAS-B737-NG,1,7
1842,30/12/2015 11:00,Flight Data Services Ltd,IAW-B737,7,19
1843,30/12/2015 11:00,Flight Data Services Ltd,IAW-B737,6,21
1844,30/12/2015 11:00,Flight Data Services Ltd,EIN-A320,5,4
1845,30/12/2015 11:00,Flight Data Services Inc,CFS-ATR-42,4,11
1846,30/12/2015 11:00,Flight Data Services Ltd,DHX-B767,4,23
1847,30/12/2015 11:00,Flight Data Services Ltd,EIN-A320,4,2
1848,30/12/2015 11:00,Flight Data Services Ltd,SAS-A330,4,1
1849,30/12/2015 11:00,Flight Data Services Ltd,SAS-A340,4,1
1850,30/12/2015 11:00,Flight Data Services Ltd,ABR-B757,3,1
1851,30/12/2015 11:00,Flight Data Services Ltd,AHY-A319,3,2
1852,30/12/2015 11:00,Flight Data Services Ltd,AHY-A320,3,3
1853,30/12/2015 11:00,Flight Data Services Ltd,AHY-B757,3,11
1854,30/12/2015 11:00,Flight Data Services Ltd,CRC-B737-NG,3,2
1855,30/12/2015 11:00,Flight Data Services Ltd,DAN-MD-83,3,1
1856,30/12/2015 11:00,Flight Data Services Ltd,DAV-DO-328,3,2
1857,30/12/2015 11:00,Flight Data Services Ltd,DHK-B757,3,7
1858,30/12/2015 11:00,Flight Data Services Ltd,DHK-B767,3,2
1859,30/12/2015 11:00,Flight Data Services Ltd,DHX-B757,3,7
1860,30/12/2015 11:00,Flight Data Services Ltd,DHX-B767,3,1
1861,30/12/2015 11:00,Flight Data Services Ltd,EIN-A320,3,15
1862,30/12/2015 11:00,Flight Data Services Ltd,EIN-A321,3,1
1863,30/12/2015 11:00,Flight Data Services Ltd,JTG-ATR-72,3,3
1864,30/12/2015 11:00,Flight Data Services Ltd,JTG-B737-NG,3,2
1865,30/12/2015 11:00,Flight Data Services Ltd,KKK-Istanbul,3,41
1866,30/12/2015 11:00,Flight Data Services Ltd,NAI-B737-NG,3,1
1867,30/12/2015 11:00,Flight Data Services Ltd,NAS-B787,3,1
1868,30/12/2015 11:00,Flight Data Services Ltd,NVD-A319-A320,3,6
1869,30/12/2015 11:00,Flight Data Services Ltd,SAS-A320,3,4
1870,30/12/2015 11:00,Flight Data Services Ltd,SAS-A321,3,2
1871,30/12/2015 11:00,Flight Data Services Ltd,SAS-B737-NG,3,14
1872,30/12/2015 11:00,Flight Data Services Ltd,SFR-B737-Classic,3,2
1873,30/12/2015 11:00,Flight Data Services Ltd,SFR-L100,3,5
1874,30/12/2015 11:00,Flight Data Services Ltd,SRR-B767,3,17
1875,30/12/2015 11:00,Flight Data Services Ltd,UBA-B737-NG,3,8
1876,30/12/2015 11:00,Flight Data Services Ltd,WOW-A320,3,7
1877,30/12/2015 11:00,Flight Data Services Inc,MTN-ATR-42,2,8
1878,30/12/2015 11:00,Flight Data Services Ltd,DHK-B757,2,1
1879,30/12/2015 11:00,Flight Data Services Ltd,KZU-A310,2,9
1880,30/12/2015 11:00,Flight Data Services Ltd,NAS-B737-NG,2,2
1881,30/12/2015 11:00,Flight Data Services Ltd,EIN-A320,1,2
1882,30/12/2015 11:00,Flight Data Services Ltd,ELB-A319,1,5
1883,30/12/2015 11:00,Flight Data Services Ltd,JTG-ATR-72,1,1
1884,30/12/2015 11:00,Flight Data Services Ltd,KKK-Istanbul,1,3
1885,30/12/2015 11:00,Flight Data Services Ltd,KZU-A310,1,3
1886,30/12/2015 11:00,Flight Data Services Ltd,NAI-B737-NG,1,2
1887,30/12/2015 11:00,Flight Data Services Ltd,NAS-B737-NG,1,7
1888,30/12/2015 11:15,Flight Data Services Ltd,IAW-B737,7,20
1889,30/12/2015 11:15,Flight Data Services Ltd,IAW-B737,6,13
1890,30/12/2015 11:15,Flight Data Services Ltd,DHX-B767,5,7
1891,30/12/2015 11:15,Flight Data Services Ltd,EIN-A320,5,5
1892,30/12/2015 11:15,Flight Data Services Ltd,SAS-A330,5,1
1893,30/12/2015 11:15,Flight Data Services Ltd,SAS-A340,5,1
1894,30/12/2015 11:15,Flight Data Services Inc,CFS-ATR-42,4,11
1895,30/12/2015 11:15,Flight Data Services Ltd,AHY-A319,4,2
1896,30/12/2015 11:15,Flight Data Services Ltd,AHY-A320,4,3
1897,30/12/2015 11:15,Flight Data Services Ltd,AHY-B757,4,11
1898,30/12/2015 11:15,Flight Data Services Ltd,DHX-B757,4,5
1899,30/12/2015 11:15,Flight Data Services Ltd,DHX-B767,4,16
1900,30/12/2015 11:15,Flight Data Services Ltd,EIN-A320,4,10
1901,30/12/2015 11:15,Flight Data Services Ltd,SAS-A320,4,1
1902,30/12/2015 11:15,Flight Data Services Ltd,SAS-B737-NG,4,6
1903,30/12/2015 11:15,Flight Data Services Ltd,SRR-B767,4,8
1904,30/12/2015 11:15,Flight Data Services Ltd,UBA-B737-NG,4,1
1905,30/12/2015 11:15,Flight Data Services Ltd,ABR-B757,3,1
1906,30/12/2015 11:15,Flight Data Services Ltd,CRC-B737-NG,3,2
1907,30/12/2015 11:15,Flight Data Services Ltd,DAN-MD-83,3,1
1908,30/12/2015 11:15,Flight Data Services Ltd,DAV-DO-328,3,2
1909,30/12/2015 11:15,Flight Data Services Ltd,DHK-B757,3,7
1910,30/12/2015 11:15,Flight Data Services Ltd,DHK-B767,3,2
1911,30/12/2015 11:15,Flight Data Services Ltd,DHX-B757,3,2
1912,30/12/2015 11:15,Flight Data Services Ltd,DHX-B767,3,1
1913,30/12/2015 11:15,Flight Data Services Ltd,EIN-A320,3,1
1914,30/12/2015 11:15,Flight Data Services Ltd,EIN-A321,3,1
1915,30/12/2015 11:15,Flight Data Services Ltd,JTG-ATR-72,3,3
1916,30/12/2015 11:15,Flight Data Services Ltd,JTG-B737-NG,3,2
1917,30/12/2015 11:15,Flight Data Services Ltd,KKK-Istanbul,3,36
1918,30/12/2015 11:15,Flight Data Services Ltd,NAI-B737-NG,3,1
1919,30/12/2015 11:15,Flight Data Services Ltd,NVD-A319-A320,3,6
1920,30/12/2015 11:15,Flight Data Services Ltd,SAS-A320,3,3
1921,30/12/2015 11:15,Flight Data Services Ltd,SAS-A321,3,2
1922,30/12/2015 11:15,Flight Data Services Ltd,SAS-B737-NG,3,8
1923,30/12/2015 11:15,Flight Data Services Ltd,SFR-B737-Classic,3,2
1924,30/12/2015 11:15,Flight Data Services Ltd,SFR-L100,3,3
1925,30/12/2015 11:15,Flight Data Services Ltd,SRR-B767,3,9
1926,30/12/2015 11:15,Flight Data Services Ltd,UBA-B737-NG,3,7
1927,30/12/2015 11:15,Flight Data Services Ltd,WOW-A320,3,7
1928,30/12/2015 11:15,Flight Data Services Inc,MTN-ATR-42,2,8
1929,30/12/2015 11:15,Flight Data Services Ltd,DHK-B757,2,1
1930,30/12/2015 11:15,Flight Data Services Ltd,ELB-A319,2,5
1931,30/12/2015 11:15,Flight Data Services Ltd,JTG-ATR-72,2,1
1932,30/12/2015 11:15,Flight Data Services Ltd,KKK-Istanbul,2,3
1933,30/12/2015 11:15,Flight Data Services Ltd,KZU-A310,2,12
1934,30/12/2015 11:15,Flight Data Services Ltd,NAS-B737-NG,2,3
1935,30/12/2015 11:15,Flight Data Services Ltd,EIN-A320,1,2
1936,30/12/2015 11:15,Flight Data Services Ltd,NAI-B737-NG,1,2
1937,30/12/2015 11:15,Flight Data Services Ltd,NAS-B737-NG,1,6
1938,30/12/2015 11:15,Flight Data Services Ltd,NIA-A320,1,16
1939,30/12/2015 11:30,Flight Data Services Ltd,IAW-B737,7,21
1940,30/12/2015 11:30,Flight Data Services Ltd,DHX-B767,5,17
1941,30/12/2015 11:30,Flight Data Services Ltd,EIN-A320,5,4
1942,30/12/2015 11:30,Flight Data Services Ltd,SAS-A330,5,1
1943,30/12/2015 11:30,Flight Data Services Ltd,SAS-A340,5,1
1944,30/12/2015 11:30,Flight Data Services Inc,CFS-ATR-42,4,11
1945,30/12/2015 11:30,Flight Data Services Ltd,AHY-A319,4,2
1946,30/12/2015 11:30,Flight Data Services Ltd,AHY-A320,4,3
1947,30/12/2015 11:30,Flight Data Services Ltd,AHY-B757,4,11
1948,30/12/2015 11:30,Flight Data Services Ltd,DHK-B757,4,7
1949,30/12/2015 11:30,Flight Data Services Ltd,DHK-B767,4,2
1950,30/12/2015 11:30,Flight Data Services Ltd,DHX-B757,4,6
1951,30/12/2015 11:30,Flight Data Services Ltd,DHX-B767,4,2
1952,30/12/2015 11:30,Flight Data Services Ltd,EIN-A320,4,2
1953,30/12/2015 11:30,Flight Data Services Ltd,JTG-ATR-72,4,3
1954,30/12/2015 11:30,Flight Data Services Ltd,JTG-B737-NG,4,1
1955,30/12/2015 11:30,Flight Data Services Ltd,NVD-A319-A320,4,5
1956,30/12/2015 11:30,Flight Data Services Ltd,SAS-A320,4,4
1957,30/12/2015 11:30,Flight Data Services Ltd,SAS-B737-NG,4,10
1958,30/12/2015 11:30,Flight Data Services Ltd,SRR-B767,4,8
1959,30/12/2015 11:30,Flight Data Services Ltd,UBA-B737-NG,4,1
1960,30/12/2015 11:30,Flight Data Services Ltd,WOW-A320,4,4
1961,30/12/2015 11:30,Flight Data Services Ltd,ABR-B757,3,1
1962,30/12/2015 11:30,Flight Data Services Ltd,CRC-B737-NG,3,2
1963,30/12/2015 11:30,Flight Data Services Ltd,DAN-MD-83,3,1
1964,30/12/2015 11:30,Flight Data Services Ltd,DAV-DO-328,3,2
