FID,Date Time,Organisation,Fleet,Working Hours Age,Number of Flights
2864,30/12/2015 20:45,Flight Data Services Ltd,IAW-B737,4,84
2865,30/12/2015 20:45,Flight Data Services Ltd,IAW-B737,3,192
2866,30/12/2015 20:45,Flight Data Services Ltd,AHY-B767,2,1
2867,30/12/2015 20:45,Flight Data Services Ltd,EIN-A320,2,4
2868,30/12/2015 20:45,Flight Data Services Ltd,EIN-A330,2,1
2869,30/12/2015 20:45,Flight Data Services Ltd,IAW-B737,2,189
2870,30/12/2015 20:45,Flight Data Services Ltd,UBA-ATR-72,2,10
2871,30/12/2015 20:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
2872,30/12/2015 20:45,Flight Data Services Ltd,DHX-B767,1,68
2873,30/12/2015 20:45,Flight Data Services Ltd,EIN-A320,1,3
2874,30/12/2015 20:45,Flight Data Services Ltd,IAW-B737,1,28
2875,30/12/2015 20:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
2876,30/12/2015 20:45,Flight Data Services Ltd,NAS-B737-NG,1,4
2877,30/12/2015 20:45,Flight Data Services Ltd,NAS-B787,1,3
2878,30/12/2015 20:45,Flight Data Services Ltd,SAS-A330,1,1
2879,30/12/2015 20:45,Flight Data Services Ltd,SAS-A340,1,1
2880,30/12/2015 20:45,Flight Data Services Ltd,UBA-ATR-72,1,4
2881,30/12/2015 21:00,Flight Data Services Inc,CFS-ATR-42,2,13
2882,30/12/2015 21:00,Flight Data Services Inc,ABX-B767,1,6
2883,30/12/2015 21:00,Flight Data Services Inc,CFS-ATR-42,1,3
2884,30/12/2015 21:00,Flight Data Services Ltd,IAW-B737,4,84
2885,30/12/2015 21:00,Flight Data Services Ltd,IAW-B737,3,192
2886,30/12/2015 21:00,Flight Data Services Ltd,AHY-B767,2,1
2887,30/12/2015 21:00,Flight Data Services Ltd,EIN-A320,2,4
2888,30/12/2015 21:00,Flight Data Services Ltd,EIN-A330,2,1
2889,30/12/2015 21:00,Flight Data Services Ltd,IAW-B737,2,189
2890,30/12/2015 21:00,Flight Data Services Ltd,UBA-ATR-72,2,10
2891,30/12/2015 21:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
2892,30/12/2015 21:00,Flight Data Services Ltd,DHX-B767,1,68
2893,30/12/2015 21:00,Flight Data Services Ltd,EIN-A320,1,3
2894,30/12/2015 21:00,Flight Data Services Ltd,IAW-B737,1,28
2895,30/12/2015 21:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
2896,30/12/2015 21:00,Flight Data Services Ltd,NAS-B737-NG,1,4
2897,30/12/2015 21:00,Flight Data Services Ltd,NAS-B787,1,3
2898,30/12/2015 21:00,Flight Data Services Ltd,SAS-A330,1,1
2899,30/12/2015 21:00,Flight Data Services Ltd,SAS-A340,1,1
2900,30/12/2015 21:00,Flight Data Services Ltd,UBA-ATR-72,1,4
2901,30/12/2015 21:15,Flight Data Services Inc,CFS-ATR-42,2,13
2902,30/12/2015 21:15,Flight Data Services Inc,ABX-B767,1,6
2903,30/12/2015 21:15,Flight Data Services Inc,CFS-ATR-42,1,3
2904,30/12/2015 21:15,Flight Data Services Inc,MTN-ATR-42,1,8
2905,30/12/2015 21:15,Flight Data Services Ltd,IAW-B737,4,84
2906,30/12/2015 21:15,Flight Data Services Ltd,IAW-B737,3,192
2907,30/12/2015 21:15,Flight Data Services Ltd,AHY-B767,2,1
2908,30/12/2015 21:15,Flight Data Services Ltd,EIN-A320,2,4
2909,30/12/2015 21:15,Flight Data Services Ltd,EIN-A330,2,1
2910,30/12/2015 21:15,Flight Data Services Ltd,IAW-B737,2,189
2911,30/12/2015 21:15,Flight Data Services Ltd,UBA-ATR-72,2,10
2912,30/12/2015 21:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
2913,30/12/2015 21:15,Flight Data Services Ltd,DHX-B767,1,68
2914,30/12/2015 21:15,Flight Data Services Ltd,EIN-A320,1,3
2915,30/12/2015 21:15,Flight Data Services Ltd,IAW-B737,1,28
2916,30/12/2015 21:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
2917,30/12/2015 21:15,Flight Data Services Ltd,NAS-B737-NG,1,4
2918,30/12/2015 21:15,Flight Data Services Ltd,NAS-B787,1,3
2919,30/12/2015 21:15,Flight Data Services Ltd,SAS-A330,1,1
2920,30/12/2015 21:15,Flight Data Services Ltd,SAS-A340,1,1
2921,30/12/2015 21:15,Flight Data Services Ltd,UBA-ATR-72,1,4
2922,30/12/2015 21:30,Flight Data Services Inc,CFS-ATR-42,3,7
2923,30/12/2015 21:30,Flight Data Services Inc,CFS-ATR-42,2,6
2924,30/12/2015 21:30,Flight Data Services Inc,ABX-B767,1,6
2925,30/12/2015 21:30,Flight Data Services Inc,CFS-ATR-42,1,3
2926,30/12/2015 21:30,Flight Data Services Inc,MTN-ATR-42,1,8
2927,30/12/2015 21:30,Flight Data Services Ltd,IAW-B737,4,84
2928,30/12/2015 21:30,Flight Data Services Ltd,IAW-B737,3,192
2929,30/12/2015 21:30,Flight Data Services Ltd,AHY-B767,2,1
2930,30/12/2015 21:30,Flight Data Services Ltd,EIN-A320,2,4
2931,30/12/2015 21:30,Flight Data Services Ltd,EIN-A330,2,1
2932,30/12/2015 21:30,Flight Data Services Ltd,IAW-B737,2,189
2933,30/12/2015 21:30,Flight Data Services Ltd,UBA-ATR-72,2,10
2934,30/12/2015 21:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
2935,30/12/2015 21:30,Flight Data Services Ltd,DHX-B767,1,68
2936,30/12/2015 21:30,Flight Data Services Ltd,EIN-A320,1,3
2937,30/12/2015 21:30,Flight Data Services Ltd,IAW-B737,1,28
2938,30/12/2015 21:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
2939,30/12/2015 21:30,Flight Data Services Ltd,NAS-B737-NG,1,4
2940,30/12/2015 21:30,Flight Data Services Ltd,NAS-B787,1,3
2941,30/12/2015 21:30,Flight Data Services Ltd,SAS-A330,1,1
2942,30/12/2015 21:30,Flight Data Services Ltd,SAS-A340,1,1
2943,30/12/2015 21:30,Flight Data Services Ltd,UBA-ATR-72,1,4
2944,30/12/2015 21:45,Flight Data Services Inc,CFS-ATR-42,3,12
2945,30/12/2015 21:45,Flight Data Services Inc,ABX-B767,1,6
2946,30/12/2015 21:45,Flight Data Services Inc,CFS-ATR-42,1,3
2947,30/12/2015 21:45,Flight Data Services Inc,MTN-ATR-42,1,8
2948,30/12/2015 21:45,Flight Data Services Ltd,IAW-B737,4,84
2949,30/12/2015 21:45,Flight Data Services Ltd,IAW-B737,3,192
2950,30/12/2015 21:45,Flight Data Services Ltd,AHY-B767,2,1
2951,30/12/2015 21:45,Flight Data Services Ltd,EIN-A320,2,4
2952,30/12/2015 21:45,Flight Data Services Ltd,EIN-A330,2,1
2953,30/12/2015 21:45,Flight Data Services Ltd,IAW-B737,2,189
2954,30/12/2015 21:45,Flight Data Services Ltd,UBA-ATR-72,2,10
2955,30/12/2015 21:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
2956,30/12/2015 21:45,Flight Data Services Ltd,DHX-B767,1,68
2957,30/12/2015 21:45,Flight Data Services Ltd,EIN-A320,1,3
2958,30/12/2015 21:45,Flight Data Services Ltd,IAW-B737,1,28
2959,30/12/2015 21:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
2960,30/12/2015 21:45,Flight Data Services Ltd,NAS-B737-NG,1,4
2961,30/12/2015 21:45,Flight Data Services Ltd,NAS-B787,1,3
2962,30/12/2015 21:45,Flight Data Services Ltd,SAS-A330,1,1
2963,30/12/2015 21:45,Flight Data Services Ltd,SAS-A340,1,1
2964,30/12/2015 21:45,Flight Data Services Ltd,UBA-ATR-72,1,4
2965,30/12/2015 22:00,Flight Data Services Inc,CFS-ATR-42,3,11
2966,30/12/2015 22:00,Flight Data Services Inc,ABX-B767,2,1
2967,30/12/2015 22:00,Flight Data Services Inc,CFS-ATR-42,2,1
2968,30/12/2015 22:00,Flight Data Services Inc,MTN-ATR-42,1,8
2969,30/12/2015 22:00,Flight Data Services Ltd,IAW-B737,4,84
2970,30/12/2015 22:00,Flight Data Services Ltd,IAW-B737,3,192
2971,30/12/2015 22:00,Flight Data Services Ltd,AHY-B767,2,1
2972,30/12/2015 22:00,Flight Data Services Ltd,EIN-A320,2,4
2973,30/12/2015 22:00,Flight Data Services Ltd,EIN-A330,2,1
2974,30/12/2015 22:00,Flight Data Services Ltd,IAW-B737,2,189
2975,30/12/2015 22:00,Flight Data Services Ltd,UBA-ATR-72,2,10
2976,30/12/2015 22:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
2977,30/12/2015 22:00,Flight Data Services Ltd,DHX-B767,1,68
2978,30/12/2015 22:00,Flight Data Services Ltd,EIN-A320,1,3
2979,30/12/2015 22:00,Flight Data Services Ltd,IAW-B737,1,28
2980,30/12/2015 22:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
2981,30/12/2015 22:00,Flight Data Services Ltd,NAS-B737-NG,1,4
2982,30/12/2015 22:00,Flight Data Services Ltd,NAS-B787,1,3
2983,30/12/2015 22:00,Flight Data Services Ltd,SAS-A330,1,1
2984,30/12/2015 22:00,Flight Data Services Ltd,SAS-A340,1,1
2985,30/12/2015 22:00,Flight Data Services Ltd,UBA-ATR-72,1,4
2986,30/12/2015 22:15,Flight Data Services Inc,CFS-ATR-42,3,11
2987,30/12/2015 22:15,Flight Data Services Inc,ABX-B767,2,1
2988,30/12/2015 22:15,Flight Data Services Inc,MTN-ATR-42,2,8
2989,30/12/2015 22:15,Flight Data Services Ltd,IAW-B737,4,84
2990,30/12/2015 22:15,Flight Data Services Ltd,IAW-B737,3,192
2991,30/12/2015 22:15,Flight Data Services Ltd,AHY-B767,2,1
2992,30/12/2015 22:15,Flight Data Services Ltd,EIN-A320,2,4
2993,30/12/2015 22:15,Flight Data Services Ltd,EIN-A330,2,1
2994,30/12/2015 22:15,Flight Data Services Ltd,IAW-B737,2,189
2995,30/12/2015 22:15,Flight Data Services Ltd,UBA-ATR-72,2,10
2996,30/12/2015 22:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
2997,30/12/2015 22:15,Flight Data Services Ltd,DHX-B767,1,68
2998,30/12/2015 22:15,Flight Data Services Ltd,EIN-A320,1,3
2999,30/12/2015 22:15,Flight Data Services Ltd,IAW-B737,1,28
3000,30/12/2015 22:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
3001,30/12/2015 22:15,Flight Data Services Ltd,NAS-B737-NG,1,4
3002,30/12/2015 22:15,Flight Data Services Ltd,NAS-B787,1,3
3003,30/12/2015 22:15,Flight Data Services Ltd,SAS-A330,1,1
3004,30/12/2015 22:15,Flight Data Services Ltd,SAS-A340,1,1
3005,30/12/2015 22:15,Flight Data Services Ltd,UBA-ATR-72,1,4
3006,30/12/2015 22:30,Flight Data Services Inc,CFS-ATR-42,4,5
3007,30/12/2015 22:30,Flight Data Services Inc,CFS-ATR-42,3,6
3008,30/12/2015 22:30,Flight Data Services Inc,ABX-B767,2,1
3009,30/12/2015 22:30,Flight Data Services Inc,MTN-ATR-42,2,8
3010,30/12/2015 22:30,Flight Data Services Ltd,IAW-B737,4,84
3011,30/12/2015 22:30,Flight Data Services Ltd,IAW-B737,3,192
3012,30/12/2015 22:30,Flight Data Services Ltd,AHY-B767,2,1
3013,30/12/2015 22:30,Flight Data Services Ltd,EIN-A320,2,4
3014,30/12/2015 22:30,Flight Data Services Ltd,EIN-A330,2,1
3015,30/12/2015 22:30,Flight Data Services Ltd,IAW-B737,2,189
3016,30/12/2015 22:30,Flight Data Services Ltd,UBA-ATR-72,2,10
3017,30/12/2015 22:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
3018,30/12/2015 22:30,Flight Data Services Ltd,DHX-B767,1,68
3019,30/12/2015 22:30,Flight Data Services Ltd,EIN-A320,1,3
3020,30/12/2015 22:30,Flight Data Services Ltd,IAW-B737,1,28
3021,30/12/2015 22:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
3022,30/12/2015 22:30,Flight Data Services Ltd,NAS-B737-NG,1,4
3023,30/12/2015 22:30,Flight Data Services Ltd,NAS-B787,1,3
3024,30/12/2015 22:30,Flight Data Services Ltd,SAS-A330,1,1
3025,30/12/2015 22:30,Flight Data Services Ltd,SAS-A340,1,1
3026,30/12/2015 22:30,Flight Data Services Ltd,UBA-ATR-72,1,4
3027,30/12/2015 22:45,Flight Data Services Inc,CFS-ATR-42,4,11
3028,30/12/2015 22:45,Flight Data Services Inc,MTN-ATR-42,2,8
3029,30/12/2015 22:45,Flight Data Services Ltd,IAW-B737,4,84
3030,30/12/2015 22:45,Flight Data Services Ltd,IAW-B737,3,192
3031,30/12/2015 22:45,Flight Data Services Ltd,AHY-B767,2,1
3032,30/12/2015 22:45,Flight Data Services Ltd,EIN-A320,2,4
3033,30/12/2015 22:45,Flight Data Services Ltd,EIN-A330,2,1
3034,30/12/2015 22:45,Flight Data Services Ltd,IAW-B737,2,189
3035,30/12/2015 22:45,Flight Data Services Ltd,UBA-ATR-72,2,10
3036,30/12/2015 22:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
3037,30/12/2015 22:45,Flight Data Services Ltd,DHX-B767,1,68
3038,30/12/2015 22:45,Flight Data Services Ltd,EIN-A320,1,3
3039,30/12/2015 22:45,Flight Data Services Ltd,IAW-B737,1,28
3040,30/12/2015 22:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
3041,30/12/2015 22:45,Flight Data Services Ltd,NAS-B737-NG,1,4
3042,30/12/2015 22:45,Flight Data Services Ltd,NAS-B787,1,3
3043,30/12/2015 22:45,Flight Data Services Ltd,SAS-A330,1,1
3044,30/12/2015 22:45,Flight Data Services Ltd,SAS-A340,1,1
3045,30/12/2015 22:45,Flight Data Services Ltd,UBA-ATR-72,1,4
3046,30/12/2015 23:00,Flight Data Services Inc,CFS-ATR-42,4,11
3047,30/12/2015 23:00,Flight Data Services Inc,MTN-ATR-42,2,8
3048,30/12/2015 23:00,Flight Data Services Ltd,IAW-B737,4,84
3049,30/12/2015 23:00,Flight Data Services Ltd,IAW-B737,3,192
3050,30/12/2015 23:00,Flight Data Services Ltd,AHY-B767,2,1
